pais,quantidade,valor,ano,categoria
Dinamarca,0,0,2018,Suco de uva
Dinamarca,0,0,2019,Suco de uva
Dinamarca,0,0,2020,Suco de uva
Dinamarca,0,0,2021,Suco de uva
Dinamarca,0,0,2022,Suco de uva
Dinamarca,0,0,2023,Suco de uva
Dinamarca,0,0,2024,Suco de uva
Espanha,0,0,1970,Suco de uva
Espanha,0,0,1971,Suco de uva
Espanha,0,0,1972,Suco de uva
Espanha,0,0,1973,Suco de uva
Espanha,0,0,1974,Suco de uva
Espanha,0,0,1975,Suco de uva
Espanha,0,0,1976,Suco de uva
Espanha,0,0,1977,Suco de uva
Espanha,0,0,1978,Suco de uva
Espanha,0,0,1979,Suco de uva
Espanha,0,0,1980,Suco de uva
Espanha,0,0,1981,Suco de uva
Espanha,0,0,1982,Suco de uva
Espanha,0,0,1983,Suco de uva
Espanha,0,0,1984,Suco de uva
Espanha,0,0,1985,Suco de uva
Espanha,0,0,1986,Suco de uva
Espanha,0,0,1987,Suco de uva
Espanha,0,0,1988,Suco de uva
Espanha,0,0,1989,Suco de uva
Espanha,0,0,1990,Suco de uva
Espanha,0,0,1991,Suco de uva
Espanha,0,0,1992,Suco de uva
Espanha,0,0,1993,Suco de uva
Espanha,0,0,1994,Suco de uva
Espanha,4617,2836,1995,Suco de uva
Espanha,3058,955,1996,Suco de uva
Espanha,2208,1945,1997,Suco de uva
Espanha,3986,2780,1998,Suco de uva
Espanha,0,0,1999,Suco de uva
Espanha,0,0,2000,Suco de uva
Espanha,0,0,2001,Suco de uva
Espanha,0,0,2002,Suco de uva
Espanha,0,0,2003,Suco de uva
Espanha,0,0,2004,Suco de uva
Espanha,0,0,2005,Suco de uva
Espanha,0,0,2006,Suco de uva
Espanha,0,0,2007,Suco de uva
Espanha,0,0,2008,Suco de uva
Espanha,0,0,2009,Suco de uva
Espanha,0,0,2010,Suco de uva
Espanha,0,0,2011,Suco de uva
Espanha,0,0,2012,Suco de uva
Espanha,9588,8215,2013,Suco de uva
Espanha,0,0,2014,Suco de uva
Espanha,0,0,2015,Suco de uva
Espanha,0,0,2016,Suco de uva
Espanha,0,0,2017,Suco de uva
Espanha,422,806,2018,Suco de uva
Espanha,0,0,2019,Suco de uva
Espanha,0,0,2020,Suco de uva
Espanha,0,0,2021,Suco de uva
Espanha,0,0,2022,Suco de uva
Espanha,0,0,2023,Suco de uva
Espanha,1323,2839,2024,Suco de uva
Estados Unidos,0,0,1970,Suco de uva
Estados Unidos,210,777,1971,Suco de uva
Estados Unidos,0,0,1972,Suco de uva
Estados Unidos,7,7,1973,Suco de uva
Estados Unidos,731,406,1974,Suco de uva
Estados Unidos,3364,859,1975,Suco de uva
Estados Unidos,3265,742,1976,Suco de uva
Estados Unidos,0,0,1977,Suco de uva
Estados Unidos,0,0,1978,Suco de uva
Estados Unidos,0,0,1979,Suco de uva
Estados Unidos,0,0,1980,Suco de uva
Estados Unidos,0,0,1981,Suco de uva
Estados Unidos,0,0,1982,Suco de uva
Estados Unidos,0,0,1983,Suco de uva
Estados Unidos,0,0,1984,Suco de uva
Estados Unidos,0,0,1985,Suco de uva
Estados Unidos,0,0,1986,Suco de uva
Estados Unidos,954,3280,1987,Suco de uva
Estados Unidos,0,0,1988,Suco de uva
Estados Unidos,1958,2350,1989,Suco de uva
Estados Unidos,0,0,1990,Suco de uva
Estados Unidos,12543,11798,1991,Suco de uva
Estados Unidos,0,0,1992,Suco de uva
Estados Unidos,3597,3040,1993,Suco de uva
Estados Unidos,4639,5286,1994,Suco de uva
Estados Unidos,51921,200121,1995,Suco de uva
Estados Unidos,15892,11721,1996,Suco de uva
Estados Unidos,15896,8557,1997,Suco de uva
Estados Unidos,16985,11059,1998,Suco de uva
Estados Unidos,5394,11240,1999,Suco de uva
Estados Unidos,10338,19754,2000,Suco de uva
Estados Unidos,6089,11831,2001,Suco de uva
Estados Unidos,0,0,2002,Suco de uva
Estados Unidos,3536,4555,2003,Suco de uva
Estados Unidos,10450,13762,2004,Suco de uva
Estados Unidos,9044,12130,2005,Suco de uva
Estados Unidos,20842,25866,2006,Suco de uva
Estados Unidos,2028,3604,2007,Suco de uva
Estados Unidos,8455,14898,2008,Suco de uva
Estados Unidos,13178,24066,2009,Suco de uva
Estados Unidos,10657,17793,2010,Suco de uva
Estados Unidos,12487,13866,2011,Suco de uva
Estados Unidos,13498,9740,2012,Suco de uva
Estados Unidos,32044,34722,2013,Suco de uva
Estados Unidos,0,0,2014,Suco de uva
Estados Unidos,23578,28765,2015,Suco de uva
Estados Unidos,68730,108205,2016,Suco de uva
Estados Unidos,32691,40554,2017,Suco de uva
Estados Unidos,14541,8226,2018,Suco de uva
Estados Unidos,9273,14093,2019,Suco de uva
Estados Unidos,28180,25418,2020,Suco de uva
Estados Unidos,3870,3551,2021,Suco de uva
Estados Unidos,29414,16781,2022,Suco de uva
Estados Unidos,28627,15200,2023,Suco de uva
Estados Unidos,26973,16049,2024,Suco de uva
França,0,0,1970,Suco de uva
França,81,48,1971,Suco de uva
França,36,32,1972,Suco de uva
França,27,36,1973,Suco de uva
França,0,0,1974,Suco de uva
França,0,0,1975,Suco de uva
França,0,0,1976,Suco de uva
França,0,0,1977,Suco de uva
França,0,0,1978,Suco de uva
França,0,0,1979,Suco de uva
França,0,0,1980,Suco de uva
França,0,0,1981,Suco de uva
França,0,0,1982,Suco de uva
França,0,0,1983,Suco de uva
França,0,0,1984,Suco de uva
França,0,0,1985,Suco de uva
França,0,0,1986,Suco de uva
França,0,0,1987,Suco de uva
França,0,0,1988,Suco de uva
França,0,0,1989,Suco de uva
França,0,0,1990,Suco de uva
França,0,0,1991,Suco de uva
França,0,0,1992,Suco de uva
França,0,0,1993,Suco de uva
França,0,0,1994,Suco de uva
França,74489,61975,1995,Suco de uva
França,14,52,1996,Suco de uva
França,0,0,1997,Suco de uva
França,0,0,1998,Suco de uva
França,0,0,1999,Suco de uva
França,0,0,2000,Suco de uva
França,0,0,2001,Suco de uva
França,0,0,2002,Suco de uva
França,6,5,2003,Suco de uva
França,0,0,2004,Suco de uva
França,0,0,2005,Suco de uva
França,0,0,2006,Suco de uva
França,0,0,2007,Suco de uva
França,0,0,2008,Suco de uva
França,0,0,2009,Suco de uva
França,0,0,2010,Suco de uva
França,0,0,2011,Suco de uva
França,0,0,2012,Suco de uva
França,0,0,2013,Suco de uva
França,0,0,2014,Suco de uva
França,862,2229,2015,Suco de uva
França,0,0,2016,Suco de uva
França,0,0,2017,Suco de uva
França,0,0,2018,Suco de uva
França,0,0,2019,Suco de uva
França,0,0,2020,Suco de uva
França,0,0,2021,Suco de uva
França,0,0,2022,Suco de uva
França,0,0,2023,Suco de uva
França,0,0,2024,Suco de uva
Guiana,0,0,1970,Suco de uva
Guiana,0,0,1971,Suco de uva
Guiana,0,0,1972,Suco de uva
Guiana,35,12,1973,Suco de uva
Guiana,0,0,1974,Suco de uva
Guiana,0,0,1975,Suco de uva
Guiana,0,0,1976,Suco de uva
Guiana,0,0,1977,Suco de uva
Guiana,0,0,1978,Suco de uva
Guiana,0,0,1979,Suco de uva
Guiana,0,0,1980,Suco de uva
Guiana,0,0,1981,Suco de uva
Guiana,0,0,1982,Suco de uva
Guiana,0,0,1983,Suco de uva
Guiana,0,0,1984,Suco de uva
Guiana,0,0,1985,Suco de uva
Guiana,0,0,1986,Suco de uva
Guiana,0,0,1987,Suco de uva
Guiana,0,0,1988,Suco de uva
Guiana,0,0,1989,Suco de uva
Guiana,0,0,1990,Suco de uva
Guiana,0,0,1991,Suco de uva
Guiana,0,0,1992,Suco de uva
Guiana,0,0,1993,Suco de uva
Guiana,0,0,1994,Suco de uva
Guiana,0,0,1995,Suco de uva
Guiana,0,0,1996,Suco de uva
Guiana,0,0,1997,Suco de uva
Guiana,0,0,1998,Suco de uva
Guiana,0,0,1999,Suco de uva
Guiana,0,0,2000,Suco de uva
Guiana,0,0,2001,Suco de uva
Guiana,0,0,2002,Suco de uva
Guiana,0,0,2003,Suco de uva
Guiana,0,0,2004,Suco de uva
Guiana,0,0,2005,Suco de uva
Guiana,0,0,2006,Suco de uva
Guiana,0,0,2007,Suco de uva
Guiana,0,0,2008,Suco de uva
Guiana,0,0,2009,Suco de uva
Guiana,0,0,2010,Suco de uva
Guiana,0,0,2011,Suco de uva
Guiana,0,0,2012,Suco de uva
Guiana,0,0,2013,Suco de uva
Guiana,0,0,2014,Suco de uva
Guiana,0,0,2015,Suco de uva
Guiana,0,0,2016,Suco de uva
Guiana,0,0,2017,Suco de uva
Guiana,0,0,2018,Suco de uva
Guiana,0,0,2019,Suco de uva
Guiana,0,0,2020,Suco de uva
Guiana,0,0,2021,Suco de uva
Guiana,0,0,2022,Suco de uva
Guiana,0,0,2023,Suco de uva
Guiana,0,0,2024,Suco de uva
Israel,0,0,1970,Suco de uva
Israel,0,0,1971,Suco de uva
Israel,0,0,1972,Suco de uva
Israel,0,0,1973,Suco de uva
Israel,18,8,1974,Suco de uva
Israel,225,112,1975,Suco de uva
Israel,405,225,1976,Suco de uva
Israel,0,0,1977,Suco de uva
Israel,0,0,1978,Suco de uva
Israel,0,0,1979,Suco de uva
Israel,0,0,1980,Suco de uva
Israel,0,0,1981,Suco de uva
Israel,0,0,1982,Suco de uva
Israel,0,0,1983,Suco de uva
Israel,0,0,1984,Suco de uva
Israel,0,0,1985,Suco de uva
Israel,0,0,1986,Suco de uva
Israel,0,0,1987,Suco de uva
Israel,234,240,1988,Suco de uva
Israel,468,480,1989,Suco de uva
Israel,0,0,1990,Suco de uva
Israel,421,643,1991,Suco de uva
Israel,312,476,1992,Suco de uva
Israel,291,538,1993,Suco de uva
Israel,180,250,1994,Suco de uva
Israel,135,187,1995,Suco de uva
Israel,4079,2483,1996,Suco de uva
Israel,3700,1488,1997,Suco de uva
Israel,11663,6217,1998,Suco de uva
Israel,374,282,1999,Suco de uva
Israel,840,1400,2000,Suco de uva
Israel,1170,2192,2001,Suco de uva
Israel,0,0,2002,Suco de uva
Israel,0,0,2003,Suco de uva
Israel,2475,3891,2004,Suco de uva
Israel,5879,8140,2005,Suco de uva
Israel,3249,4082,2006,Suco de uva
Israel,1965,2857,2007,Suco de uva
Israel,900,1551,2008,Suco de uva
Israel,900,1783,2009,Suco de uva
Israel,1125,1684,2010,Suco de uva
Israel,0,0,2011,Suco de uva
Israel,1139,2021,2012,Suco de uva
Israel,2528,4831,2013,Suco de uva
Israel,0,0,2014,Suco de uva
Israel,2575,4651,2015,Suco de uva
Israel,1200,1656,2016,Suco de uva
Israel,5340,7399,2017,Suco de uva
Israel,840,1034,2018,Suco de uva
Israel,3360,3609,2019,Suco de uva
Israel,0,0,2020,Suco de uva
Israel,720,969,2021,Suco de uva
Israel,0,0,2022,Suco de uva
Israel,0,0,2023,Suco de uva
Israel,0,0,2024,Suco de uva
Japão,0,0,1970,Suco de uva
Japão,0,0,1971,Suco de uva
Japão,0,0,1972,Suco de uva
Japão,0,0,1973,Suco de uva
Japão,0,0,1974,Suco de uva
Japão,0,0,1975,Suco de uva
Japão,0,0,1976,Suco de uva
Japão,0,0,1977,Suco de uva
Japão,0,0,1978,Suco de uva
Japão,0,0,1979,Suco de uva
Japão,0,0,1980,Suco de uva
Japão,0,0,1981,Suco de uva
Japão,0,0,1982,Suco de uva
Japão,0,0,1983,Suco de uva
Japão,0,0,1984,Suco de uva
Japão,0,0,1985,Suco de uva
Japão,0,0,1986,Suco de uva
Japão,0,0,1987,Suco de uva
Japão,0,0,1988,Suco de uva
Japão,0,0,1989,Suco de uva
Japão,0,0,1990,Suco de uva
Japão,0,0,1991,Suco de uva
Japão,175,226,1992,Suco de uva
Japão,0,0,1993,Suco de uva
Japão,800,800,1994,Suco de uva
Japão,760,640,1995,Suco de uva
Japão,0,0,1996,Suco de uva
Japão,270,60,1997,Suco de uva
Japão,0,0,1998,Suco de uva
Japão,0,0,1999,Suco de uva
Japão,0,0,2000,Suco de uva
Japão,0,0,2001,Suco de uva
Japão,0,0,2002,Suco de uva
Japão,0,0,2003,Suco de uva
Japão,0,0,2004,Suco de uva
Japão,0,0,2005,Suco de uva
Japão,0,0,2006,Suco de uva
Japão,0,0,2007,Suco de uva
Japão,0,0,2008,Suco de uva
Japão,0,0,2009,Suco de uva
Japão,0,0,2010,Suco de uva
Japão,0,0,2011,Suco de uva
Japão,0,0,2012,Suco de uva
Japão,0,0,2013,Suco de uva
Japão,0,0,2014,Suco de uva
Japão,0,0,2015,Suco de uva
Japão,0,0,2016,Suco de uva
Japão,0,0,2017,Suco de uva
Japão,0,0,2018,Suco de uva
Japão,0,0,2019,Suco de uva
Japão,0,0,2020,Suco de uva
Japão,0,0,2021,Suco de uva
Japão,0,0,2022,Suco de uva
Japão,0,0,2023,Suco de uva
Japão,0,0,2024,Suco de uva
Líbano,0,0,1970,Suco de uva
Líbano,0,0,1971,Suco de uva
Líbano,0,0,1972,Suco de uva
Líbano,0,0,1973,Suco de uva
Líbano,0,0,1974,Suco de uva
Líbano,0,0,1975,Suco de uva
Líbano,0,0,1976,Suco de uva
Líbano,0,0,1977,Suco de uva
Líbano,0,0,1978,Suco de uva
Líbano,0,0,1979,Suco de uva
Líbano,0,0,1980,Suco de uva
Líbano,0,0,1981,Suco de uva
Líbano,0,0,1982,Suco de uva
Líbano,0,0,1983,Suco de uva
Líbano,0,0,1984,Suco de uva
Líbano,0,0,1985,Suco de uva
Líbano,0,0,1986,Suco de uva
Líbano,0,0,1987,Suco de uva
Líbano,0,0,1988,Suco de uva
Líbano,0,0,1989,Suco de uva
Líbano,455,819,1990,Suco de uva
Líbano,0,0,1991,Suco de uva
Líbano,0,0,1992,Suco de uva
Líbano,0,0,1993,Suco de uva
Líbano,0,0,1994,Suco de uva
Líbano,0,0,1995,Suco de uva
Líbano,0,0,1996,Suco de uva
Líbano,0,0,1997,Suco de uva
Líbano,0,0,1998,Suco de uva
Líbano,0,0,1999,Suco de uva
Líbano,0,0,2000,Suco de uva
Líbano,0,0,2001,Suco de uva
Líbano,0,0,2002,Suco de uva
Líbano,0,0,2003,Suco de uva
Líbano,0,0,2004,Suco de uva
Líbano,0,0,2005,Suco de uva
Líbano,0,0,2006,Suco de uva
Líbano,0,0,2007,Suco de uva
Líbano,0,0,2008,Suco de uva
Líbano,0,0,2009,Suco de uva
Líbano,0,0,2010,Suco de uva
Líbano,0,0,2011,Suco de uva
Líbano,0,0,2012,Suco de uva
Líbano,0,0,2013,Suco de uva
Líbano,0,0,2014,Suco de uva
Líbano,0,0,2015,Suco de uva
Líbano,0,0,2016,Suco de uva
Líbano,0,0,2017,Suco de uva
Líbano,0,0,2018,Suco de uva
Líbano,0,0,2019,Suco de uva
Líbano,0,0,2020,Suco de uva
Líbano,0,0,2021,Suco de uva
Líbano,0,0,2022,Suco de uva
Líbano,0,0,2023,Suco de uva
Líbano,0,0,2024,Suco de uva
México,0,0,1970,Suco de uva
México,0,0,1971,Suco de uva
México,0,0,1972,Suco de uva
México,0,0,1973,Suco de uva
México,0,0,1974,Suco de uva
México,0,0,1975,Suco de uva
México,0,0,1976,Suco de uva
México,0,0,1977,Suco de uva
México,0,0,1978,Suco de uva
México,0,0,1979,Suco de uva
México,0,0,1980,Suco de uva
México,0,0,1981,Suco de uva
México,0,0,1982,Suco de uva
México,0,0,1983,Suco de uva
México,0,0,1984,Suco de uva
México,0,0,1985,Suco de uva
México,0,0,1986,Suco de uva
México,0,0,1987,Suco de uva
México,0,0,1988,Suco de uva
México,0,0,1989,Suco de uva
México,0,0,1990,Suco de uva
México,0,0,1991,Suco de uva
México,0,0,1992,Suco de uva
México,0,0,1993,Suco de uva
México,0,0,1994,Suco de uva
México,2490,1523,1995,Suco de uva
México,44668,36188,1996,Suco de uva
México,504734,271595,1997,Suco de uva
México,1919238,863521,1998,Suco de uva
México,314075,108319,1999,Suco de uva
México,0,0,2000,Suco de uva
México,0,0,2001,Suco de uva
México,0,0,2002,Suco de uva
México,0,0,2003,Suco de uva
México,0,0,2004,Suco de uva
México,0,0,2005,Suco de uva
México,0,0,2006,Suco de uva
México,0,0,2007,Suco de uva
México,0,0,2008,Suco de uva
México,0,0,2009,Suco de uva
México,0,0,2010,Suco de uva
México,0,0,2011,Suco de uva
México,0,0,2012,Suco de uva
México,0,0,2013,Suco de uva
México,0,0,2014,Suco de uva
México,0,0,2015,Suco de uva
México,0,0,2016,Suco de uva
México,0,0,2017,Suco de uva
México,0,0,2018,Suco de uva
México,0,0,2019,Suco de uva
México,0,0,2020,Suco de uva
México,0,0,2021,Suco de uva
México,0,0,2022,Suco de uva
México,0,0,2023,Suco de uva
México,0,0,2024,Suco de uva
Outros,0,0,1970,Suco de uva
Outros,0,0,1971,Suco de uva
Outros,0,0,1972,Suco de uva
Outros,0,0,1973,Suco de uva
Outros,0,0,1974,Suco de uva
Outros,0,0,1975,Suco de uva
Outros,0,0,1976,Suco de uva
Outros,0,0,1977,Suco de uva
Outros,0,0,1978,Suco de uva
Outros,0,0,1979,Suco de uva
Outros,0,0,1980,Suco de uva
Outros,0,0,1981,Suco de uva
Outros,0,0,1982,Suco de uva
Outros,0,0,1983,Suco de uva
Outros,0,0,1984,Suco de uva
Outros,0,0,1985,Suco de uva
Outros,0,0,1986,Suco de uva
Outros,0,0,1987,Suco de uva
Outros,0,0,1988,Suco de uva
Outros,0,0,1989,Suco de uva
Outros,0,0,1990,Suco de uva
Outros,0,0,1991,Suco de uva
Outros,0,0,1992,Suco de uva
Outros,17186,8917,1993,Suco de uva
Outros,40266,18231,1994,Suco de uva
Outros,101957,31577,1995,Suco de uva
Outros,255509,138561,1996,Suco de uva
Outros,380790,384466,1997,Suco de uva
Outros,0,0,1998,Suco de uva
Outros,3186,1695,1999,Suco de uva
Outros,3004,911,2000,Suco de uva
Outros,0,0,2001,Suco de uva
Outros,0,0,2002,Suco de uva
Outros,0,0,2003,Suco de uva
Outros,0,0,2004,Suco de uva
Outros,0,0,2005,Suco de uva
Outros,0,0,2006,Suco de uva
Outros,0,0,2007,Suco de uva
Outros,0,0,2008,Suco de uva
Outros,0,0,2009,Suco de uva
Outros,0,0,2010,Suco de uva
Outros,0,0,2011,Suco de uva
Outros,0,0,2012,Suco de uva
Outros,0,0,2013,Suco de uva
Outros,0,0,2014,Suco de uva
Outros,0,0,2015,Suco de uva
Outros,0,0,2016,Suco de uva
Outros,0,0,2017,Suco de uva
Outros,0,0,2018,Suco de uva
Outros,0,0,2019,Suco de uva
Outros,0,0,2020,Suco de uva
Outros,0,0,2021,Suco de uva
Outros,0,0,2022,Suco de uva
Outros,0,0,2023,Suco de uva
Outros,0,0,2024,Suco de uva
Panamá,0,0,1970,Suco de uva
Panamá,0,0,1971,Suco de uva
Panamá,0,0,1972,Suco de uva
Panamá,0,0,1973,Suco de uva
Panamá,0,0,1974,Suco de uva
Panamá,0,0,1975,Suco de uva
Panamá,0,0,1976,Suco de uva
Panamá,0,0,1977,Suco de uva
Panamá,0,0,1978,Suco de uva
Panamá,0,0,1979,Suco de uva
Panamá,0,0,1980,Suco de uva
Panamá,0,0,1981,Suco de uva
Panamá,48,99,1982,Suco de uva
Panamá,0,0,1983,Suco de uva
Panamá,0,0,1984,Suco de uva
Panamá,0,0,1985,Suco de uva
Panamá,0,0,1986,Suco de uva
Panamá,0,0,1987,Suco de uva
Panamá,0,0,1988,Suco de uva
Panamá,0,0,1989,Suco de uva
Panamá,0,0,1990,Suco de uva
Panamá,0,0,1991,Suco de uva
Panamá,0,0,1992,Suco de uva
Panamá,0,0,1993,Suco de uva
Panamá,0,0,1994,Suco de uva
Panamá,0,0,1995,Suco de uva
Panamá,0,0,1996,Suco de uva
Panamá,0,0,1997,Suco de uva
Panamá,0,0,1998,Suco de uva
Panamá,0,0,1999,Suco de uva
Panamá,0,0,2000,Suco de uva
Panamá,0,0,2001,Suco de uva
Panamá,0,0,2002,Suco de uva
Panamá,0,0,2003,Suco de uva
Panamá,0,0,2004,Suco de uva
Panamá,0,0,2005,Suco de uva
Panamá,0,0,2006,Suco de uva
Panamá,0,0,2007,Suco de uva
Panamá,0,0,2008,Suco de uva
Panamá,0,0,2009,Suco de uva
Panamá,0,0,2010,Suco de uva
Panamá,0,0,2011,Suco de uva
Panamá,0,0,2012,Suco de uva
Panamá,0,0,2013,Suco de uva
Panamá,0,0,2014,Suco de uva
Panamá,0,0,2015,Suco de uva
Panamá,0,0,2016,Suco de uva
Panamá,0,0,2017,Suco de uva
Panamá,0,0,2018,Suco de uva
Panamá,0,0,2019,Suco de uva
Panamá,0,0,2020,Suco de uva
Panamá,0,0,2021,Suco de uva
Panamá,0,0,2022,Suco de uva
Panamá,0,0,2023,Suco de uva
Panamá,0,0,2024,Suco de uva
Países Baixos,0,0,1970,Suco de uva
Países Baixos,0,0,1971,Suco de uva
Países Baixos,0,0,1972,Suco de uva
Países Baixos,0,0,1973,Suco de uva
Países Baixos,0,0,1974,Suco de uva
Países Baixos,0,0,1975,Suco de uva
Países Baixos,0,0,1976,Suco de uva
Países Baixos,0,0,1977,Suco de uva
Países Baixos,0,0,1978,Suco de uva
Países Baixos,0,0,1979,Suco de uva
Países Baixos,0,0,1980,Suco de uva
Países Baixos,0,0,1981,Suco de uva
Países Baixos,0,0,1982,Suco de uva
Países Baixos,0,0,1983,Suco de uva
Países Baixos,0,0,1984,Suco de uva
Países Baixos,0,0,1985,Suco de uva
Países Baixos,0,0,1986,Suco de uva
Países Baixos,0,0,1987,Suco de uva
Países Baixos,0,0,1988,Suco de uva
Países Baixos,0,0,1989,Suco de uva
Países Baixos,0,0,1990,Suco de uva
Países Baixos,0,0,1991,Suco de uva
Países Baixos,0,0,1992,Suco de uva
Países Baixos,0,0,1993,Suco de uva
Países Baixos,0,0,1994,Suco de uva
Países Baixos,0,0,1995,Suco de uva
Países Baixos,0,0,1996,Suco de uva
Países Baixos,0,0,1997,Suco de uva
Países Baixos,0,0,1998,Suco de uva
Países Baixos,0,0,1999,Suco de uva
Países Baixos,0,0,2000,Suco de uva
Países Baixos,0,0,2001,Suco de uva
Países Baixos,0,0,2002,Suco de uva
Países Baixos,0,0,2003,Suco de uva
Países Baixos,0,0,2004,Suco de uva
Países Baixos,0,0,2005,Suco de uva
Países Baixos,0,0,2006,Suco de uva
Países Baixos,0,0,2007,Suco de uva
Países Baixos,0,0,2008,Suco de uva
Países Baixos,0,0,2009,Suco de uva
Países Baixos,0,0,2010,Suco de uva
Países Baixos,0,0,2011,Suco de uva
Países Baixos,0,0,2012,Suco de uva
Países Baixos,0,0,2013,Suco de uva
Países Baixos,0,0,2014,Suco de uva
Países Baixos,0,0,2015,Suco de uva
Países Baixos,0,0,2016,Suco de uva
Países Baixos,0,0,2017,Suco de uva
Países Baixos,0,0,2018,Suco de uva
Países Baixos,0,0,2019,Suco de uva
Países Baixos,0,0,2020,Suco de uva
Países Baixos,0,0,2021,Suco de uva
Países Baixos,0,0,2022,Suco de uva
Países Baixos,0,0,2023,Suco de uva
Países Baixos,0,0,2024,Suco de uva
Peru,0,0,1970,Suco de uva
Peru,0,0,1971,Suco de uva
Peru,0,0,1972,Suco de uva
Peru,0,0,1973,Suco de uva
Peru,0,0,1974,Suco de uva
Peru,0,0,1975,Suco de uva
Peru,0,0,1976,Suco de uva
Peru,0,0,1977,Suco de uva
Peru,0,0,1978,Suco de uva
Peru,0,0,1979,Suco de uva
Peru,0,0,1980,Suco de uva
Peru,0,0,1981,Suco de uva
Peru,0,0,1982,Suco de uva
Peru,0,0,1983,Suco de uva
Peru,0,0,1984,Suco de uva
Peru,0,0,1985,Suco de uva
Peru,0,0,1986,Suco de uva
Peru,0,0,1987,Suco de uva
Peru,0,0,1988,Suco de uva
Peru,0,0,1989,Suco de uva
Peru,0,0,1990,Suco de uva
Peru,0,0,1991,Suco de uva
Peru,0,0,1992,Suco de uva
Peru,0,0,1993,Suco de uva
Peru,0,0,1994,Suco de uva
Peru,0,0,1995,Suco de uva
Peru,0,0,1996,Suco de uva
Peru,0,0,1997,Suco de uva
Peru,0,0,1998,Suco de uva
Peru,0,0,1999,Suco de uva
Peru,0,0,2000,Suco de uva
Peru,0,0,2001,Suco de uva
Peru,0,0,2002,Suco de uva
Peru,0,0,2003,Suco de uva
Peru,0,0,2004,Suco de uva
Peru,0,0,2005,Suco de uva
Peru,0,0,2006,Suco de uva
Peru,0,0,2007,Suco de uva
Peru,0,0,2008,Suco de uva
Peru,0,0,2009,Suco de uva
Peru,0,0,2010,Suco de uva
Peru,0,0,2011,Suco de uva
Peru,0,0,2012,Suco de uva
Peru,0,0,2013,Suco de uva
Peru,0,0,2014,Suco de uva
Peru,0,0,2015,Suco de uva
Peru,10238,8908,2016,Suco de uva
Peru,38321,37176,2017,Suco de uva
Peru,0,0,2018,Suco de uva
Peru,0,0,2019,Suco de uva
Peru,0,0,2020,Suco de uva
Peru,0,0,2021,Suco de uva
Peru,0,0,2022,Suco de uva
Peru,0,0,2023,Suco de uva
Peru,0,0,2024,Suco de uva
Portugal,0,0,1970,Suco de uva
Portugal,160,109,1971,Suco de uva
Portugal,125,82,1972,Suco de uva
Portugal,1402,732,1973,Suco de uva
Portugal,0,0,1974,Suco de uva
Portugal,0,0,1975,Suco de uva
Portugal,0,0,1976,Suco de uva
Portugal,0,0,1977,Suco de uva
Portugal,0,0,1978,Suco de uva
Portugal,0,0,1979,Suco de uva
Portugal,0,0,1980,Suco de uva
Portugal,0,0,1981,Suco de uva
Portugal,0,0,1982,Suco de uva
Portugal,0,0,1983,Suco de uva
Portugal,0,0,1984,Suco de uva
Portugal,0,0,1985,Suco de uva
Portugal,0,0,1986,Suco de uva
Portugal,0,0,1987,Suco de uva
Portugal,0,0,1988,Suco de uva
Portugal,0,0,1989,Suco de uva
Portugal,0,0,1990,Suco de uva
Portugal,0,0,1991,Suco de uva
Portugal,0,0,1992,Suco de uva
Portugal,0,0,1993,Suco de uva
Portugal,0,0,1994,Suco de uva
Portugal,0,0,1995,Suco de uva
Portugal,0,0,1996,Suco de uva
Portugal,0,0,1997,Suco de uva
Portugal,0,0,1998,Suco de uva
Portugal,0,0,1999,Suco de uva
Portugal,0,0,2000,Suco de uva
Portugal,0,0,2001,Suco de uva
Portugal,0,0,2002,Suco de uva
Portugal,0,0,2003,Suco de uva
Portugal,0,0,2004,Suco de uva
Portugal,0,0,2005,Suco de uva
Portugal,0,0,2006,Suco de uva
Portugal,0,0,2007,Suco de uva
Portugal,0,0,2008,Suco de uva
Portugal,0,0,2009,Suco de uva
Portugal,0,0,2010,Suco de uva
Portugal,0,0,2011,Suco de uva
Portugal,1151,3796,2012,Suco de uva
Portugal,0,0,2013,Suco de uva
Portugal,0,0,2014,Suco de uva
Portugal,0,0,2015,Suco de uva
Portugal,0,0,2016,Suco de uva
Portugal,4500,5576,2017,Suco de uva
Portugal,0,0,2018,Suco de uva
Portugal,0,0,2019,Suco de uva
Portugal,0,0,2020,Suco de uva
Portugal,0,0,2021,Suco de uva
Portugal,0,0,2022,Suco de uva
Portugal,0,0,2023,Suco de uva
Portugal,0,0,2024,Suco de uva
Reino Unido,0,0,1970,Suco de uva
Reino Unido,0,0,1971,Suco de uva
Reino Unido,458,189,1972,Suco de uva
Reino Unido,244,129,1973,Suco de uva
Reino Unido,0,0,1974,Suco de uva
Reino Unido,0,0,1975,Suco de uva
Reino Unido,0,0,1976,Suco de uva
Reino Unido,0,0,1977,Suco de uva
Reino Unido,0,0,1978,Suco de uva
Reino Unido,0,0,1979,Suco de uva
Reino Unido,0,0,1980,Suco de uva
Reino Unido,0,0,1981,Suco de uva
Reino Unido,0,0,1982,Suco de uva
Reino Unido,0,0,1983,Suco de uva
Reino Unido,0,0,1984,Suco de uva
Reino Unido,0,0,1985,Suco de uva
Reino Unido,0,0,1986,Suco de uva
